variant,region,year,totalfertility
estimates,928,1950,6.252
estimates,928,1951,6.268
estimates,928,1952,6.296
estimates,928,1953,6.319
estimates,928,1954,6.336
estimates,928,1955,6.347
estimates,928,1956,6.351
estimates,928,1957,6.35
estimates,928,1958,6.343
estimates,928,1959,6.33
estimates,928,1960,6.31
estimates,928,1961,6.285
estimates,928,1962,6.254
estimates,928,1963,6.218
estimates,928,1964,6.179
estimates,928,1965,6.137
estimates,928,1966,6.093
estimates,928,1967,6.049
estimates,928,1968,6.006
estimates,928,1969,5.964
estimates,928,1970,5.922
estimates,928,1971,5.881
estimates,928,1972,5.839
estimates,928,1973,5.796
estimates,928,1974,5.75
estimates,928,1975,5.701
estimates,928,1976,5.648
estimates,928,1977,5.59
estimates,928,1978,5.528
estimates,928,1979,5.461
estimates,928,1980,5.388
estimates,928,1981,5.309
estimates,928,1982,5.224
estimates,928,1983,5.135
estimates,928,1984,5.044
estimates,928,1985,4.953
estimates,928,1986,4.866
estimates,928,1987,4.785
estimates,928,1988,4.711
estimates,928,1989,4.647
estimates,928,1990,4.593
estimates,928,1991,4.55
estimates,928,1992,4.516
estimates,928,1993,4.49
estimates,928,1994,4.468
estimates,928,1995,4.448
estimates,928,1996,4.426
estimates,928,1997,4.4
estimates,928,1998,4.369
estimates,928,1999,4.332
estimates,928,2000,4.289
estimates,928,2001,4.242
estimates,928,2002,4.193
estimates,928,2003,4.143
estimates,928,2004,4.095
estimates,928,2005,4.047
estimates,928,2006,4
estimates,928,2007,3.952
estimates,928,2008,3.903
estimates,928,2009,3.852
estimates,928,2010,3.801
estimates,928,2011,3.75
estimates,928,2012,3.699
estimates,928,2013,3.65
estimates,928,2014,3.603
estimates,928,2015,3.557
medium_variant,928,2015,3.557
medium_variant,928,2016,3.512
medium_variant,928,2017,3.47
medium_variant,928,2018,3.428
medium_variant,928,2019,3.387
medium_variant,928,2020,3.347
medium_variant,928,2021,3.308
medium_variant,928,2022,3.27
medium_variant,928,2023,3.233
medium_variant,928,2024,3.197
medium_variant,928,2025,3.162
medium_variant,928,2026,3.128
medium_variant,928,2027,3.095
medium_variant,928,2028,3.063
medium_variant,928,2029,3.033
medium_variant,928,2030,3.003
medium_variant,928,2031,2.974
medium_variant,928,2032,2.945
medium_variant,928,2033,2.918
medium_variant,928,2034,2.891
medium_variant,928,2035,2.865
medium_variant,928,2036,2.84
medium_variant,928,2037,2.815
medium_variant,928,2038,2.791
medium_variant,928,2039,2.767
medium_variant,928,2040,2.744
medium_variant,928,2041,2.722
medium_variant,928,2042,2.7
medium_variant,928,2043,2.678
medium_variant,928,2044,2.657
medium_variant,928,2045,2.636
medium_variant,928,2046,2.615
medium_variant,928,2047,2.596
medium_variant,928,2048,2.576
medium_variant,928,2049,2.558
medium_variant,928,2050,2.54
medium_variant,928,2051,2.522
medium_variant,928,2052,2.505
medium_variant,928,2053,2.487
medium_variant,928,2054,2.471
medium_variant,928,2055,2.454
medium_variant,928,2056,2.438
medium_variant,928,2057,2.421
medium_variant,928,2058,2.405
medium_variant,928,2059,2.389
medium_variant,928,2060,2.374
medium_variant,928,2061,2.358
medium_variant,928,2062,2.343
medium_variant,928,2063,2.328
medium_variant,928,2064,2.314
medium_variant,928,2065,2.3
medium_variant,928,2066,2.286
medium_variant,928,2067,2.272
medium_variant,928,2068,2.258
medium_variant,928,2069,2.245
medium_variant,928,2070,2.231
medium_variant,928,2071,2.218
medium_variant,928,2072,2.205
medium_variant,928,2073,2.192
medium_variant,928,2074,2.179
medium_variant,928,2075,2.167
medium_variant,928,2076,2.155
medium_variant,928,2077,2.143
medium_variant,928,2078,2.132
medium_variant,928,2079,2.12
medium_variant,928,2080,2.109
medium_variant,928,2081,2.098
medium_variant,928,2082,2.088
medium_variant,928,2083,2.077
medium_variant,928,2084,2.067
medium_variant,928,2085,2.057
medium_variant,928,2086,2.047
medium_variant,928,2087,2.037
medium_variant,928,2088,2.028
medium_variant,928,2089,2.019
medium_variant,928,2090,2.011
medium_variant,928,2091,2.002
medium_variant,928,2092,1.995
medium_variant,928,2093,1.987
medium_variant,928,2094,1.98
medium_variant,928,2095,1.972
medium_variant,928,2096,1.965
medium_variant,928,2097,1.959
medium_variant,928,2098,1.952
medium_variant,928,2099,1.946
